time,dt,student,test
6540.236876,0.578151,S2,Final
6540.815028,0.578151,S2,Final
6541.424431,0.609403,S2,Final
6541.955705,0.531274,S2,Final
6542.455728,0.500023,S2,Final
6543.033879,0.578151,S2,Final
6543.549528,0.515649,S2,Final
6544.143305,0.593777,S2,Final
6544.752708,0.609403,S2,Final
6545.377737,0.625029,S2,Final
6546.002765,0.625029,S2,Final
6546.627794,0.625029,S2,Final
6547.221571,0.593777,S2,Final
6547.815348,0.593777,S2,Final
6548.362248,0.5469,S2,Final
6548.9404,0.578151,S2,Final
6549.502925,0.562526,S2,Final
6550.127954,0.625029,S2,Final
6550.69048,0.562526,S2,Final
6556.15948,0.640654,S2,Final
6556.768883,0.609403,S2,Final
6557.378286,0.609403,S2,Final
6557.925186,0.5469,S2,Final
6558.503337,0.578151,S2,Final
6559.050237,0.5469,S2,Final
6559.65964,0.609403,S2,Final
6560.300295,0.640654,S2,Final
6560.878446,0.578151,S2,Final
6561.534726,0.65628,S2,Final
6562.112878,0.578151,S2,Final
6562.722281,0.609403,S2,Final
6563.378561,0.65628,S2,Final
6563.972338,0.593777,S2,Final
6564.597366,0.625029,S2,Final
6565.175518,0.578151,S2,Final
6565.769295,0.593777,S2,Final
6566.331821,0.562526,S2,Final
6573.879041,0.578151,S2,Final
6574.519696,0.640654,S2,Final
6575.113473,0.593777,S2,Final
6575.722876,0.609403,S2,Final
6583.879499,0.515649,S2,Final
6590.692311,0.578151,S2,Final
6591.270462,0.578151,S2,Final
6591.879865,0.609403,S2,Final
6592.489268,0.609403,S2,Final
6593.083045,0.593777,S2,Final
6593.692448,0.609403,S2,Final
6594.2706,0.578151,S2,Final
6594.848751,0.578151,S2,Final
6595.458154,0.609403,S2,Final
6596.067557,0.609403,S2,Final
6596.630083,0.562526,S2,Final
6597.192608,0.562526,S2,Final
6597.77076,0.578151,S2,Final
6598.364537,0.593777,S2,Final
6598.942688,0.578151,S2,Final
6599.52084,0.578151,S2,Final
6600.06774,0.5469,S2,Final
6600.677143,0.609403,S2,Final
6601.145914,0.468771,S2,Final
6601.770943,0.625029,S2,Final
6602.333469,0.562526,S2,Final
6602.895994,0.562526,S2,Final
6603.45852,0.562526,S2,Final
6603.958543,0.500023,S2,Final
6604.536695,0.578151,S2,Final
6605.130472,0.593777,S2,Final
6605.677372,0.5469,S2,Final
6606.239897,0.562526,S2,Final
6606.771172,0.531274,S2,Final
6607.318072,0.5469,S2,Final
6607.849346,0.531274,S2,Final
6610.474466,0.578151,S2,Final
6610.990115,0.515649,S2,Final
6611.537015,0.5469,S2,Final
6612.068289,0.531274,S2,Final
6612.583938,0.515649,S2,Final
6613.224592,0.640654,S2,Final
6613.771492,0.5469,S2,Final
6614.271515,0.500023,S2,Final
6639.178905,0.687531,S2,Final
6639.850811,0.671906,S2,Final
6642.975954,0.609403,S2,Final
6643.460351,0.484397,S2,Final
6643.976,0.515649,S2,Final
6644.554151,0.578151,S2,Final
6652.476389,0.65628,S2,Final
6653.117043,0.640654,S2,Final
6653.773323,0.65628,S2,Final
6659.554838,0.625029,S2,Final
6660.164241,0.609403,S2,Final
6660.695515,0.531274,S2,Final
6661.320544,0.625029,S2,Final
6661.929947,0.609403,S2,Final
6662.508098,0.578151,S2,Final
6663.039372,0.531274,S2,Final
6663.586272,0.5469,S2,Final
6664.195675,0.609403,S2,Final
6664.789453,0.593777,S2,Final
6665.38323,0.593777,S2,Final
6665.992633,0.609403,S2,Final
6666.602036,0.609403,S2,Final
6684.759117,0.578151,S2,Final
6685.431022,0.671906,S2,Final
6685.962297,0.531274,S2,Final
6686.524822,0.562526,S2,Final
6687.102974,0.578151,S2,Final
6687.728003,0.625029,S2,Final
6695.181469,0.65628,S2,Final
6695.775246,0.593777,S2,Final
6696.4159,0.640654,S2,Final
6697.009677,0.593777,S2,Final
6697.61908,0.609403,S2,Final
6698.228483,0.609403,S2,Final
6698.853512,0.625029,S2,Final
6699.431663,0.578151,S2,Final
6700.056692,0.625029,S2,Final
6700.666095,0.609403,S2,Final
6701.259872,0.593777,S2,Final
6701.822398,0.562526,S2,Final
6702.447426,0.625029,S2,Final
6703.056829,0.609403,S2,Final
6703.666232,0.609403,S2,Final
6704.244384,0.578151,S2,Final
6704.806909,0.562526,S2,Final
6705.385061,0.578151,S2,Final
6705.994464,0.609403,S2,Final
6706.588241,0.593777,S2,Final
6707.228895,0.640654,S2,Final
6707.838298,0.609403,S2,Final
6708.463327,0.625029,S2,Final
6709.150858,0.687531,S2,Final
6709.697758,0.5469,S2,Final
6710.291535,0.593777,S2,Final
6710.900938,0.609403,S2,Final
6711.494715,0.593777,S2,Final
6712.088493,0.593777,S2,Final
6712.697896,0.609403,S2,Final
6713.276047,0.578151,S2,Final
6713.869824,0.593777,S2,Final
6714.43235,0.562526,S2,Final
6714.963624,0.531274,S2,Final
6721.854565,0.578151,S2,Final
6722.448342,0.593777,S2,Final
6733.745734,0.562526,S2,Final
6734.339511,0.593777,S2,Final
6743.511806,0.578151,S2,Final
6744.074332,0.562526,S2,Final
6744.636858,0.562526,S2,Final
6759.450036,0.562526,S2,Final
6760.012561,0.562526,S2,Final
6760.590713,0.578151,S2,Final
6761.153239,0.562526,S2,Final
6761.700139,0.5469,S2,Final
6762.247039,0.5469,S2,Final
6767.872296,0.531274,S2,Final
6768.372319,0.500023,S2,Final
6768.887968,0.515649,S2,Final
6769.49737,0.609403,S2,Final
6770.044271,0.5469,S2,Final
6770.606796,0.562526,S2,Final
6771.184948,0.578151,S2,Final
6771.747473,0.562526,S2,Final
6772.325625,0.578151,S2,Final
6772.935028,0.609403,S2,Final
6773.544431,0.609403,S2,Final
6774.138208,0.593777,S2,Final
6774.794488,0.65628,S2,Final
6775.435142,0.640654,S2,Final
6776.044545,0.609403,S2,Final
6776.638322,0.593777,S2,Final
6777.2321,0.593777,S2,Final
6777.841502,0.609403,S2,Final
6778.404028,0.562526,S2,Final
6778.950928,0.5469,S2,Final
6779.52908,0.578151,S2,Final
6780.122857,0.593777,S2,Final
6780.716634,0.593777,S2,Final
6781.326037,0.609403,S2,Final
6786.498149,0.578151,S2,Final
6787.060674,0.562526,S2,Final
6787.638826,0.578151,S2,Final
6788.232603,0.593777,S2,Final
6788.810755,0.578151,S2,Final
6789.37328,0.562526,S2,Final
6789.935806,0.562526,S2,Final
6790.482706,0.5469,S2,Final
6791.029606,0.5469,S2,Final
6791.576506,0.5469,S2,Final
6792.139032,0.562526,S2,Final
6792.701558,0.562526,S2,Final
6793.248458,0.5469,S2,Final
6793.732855,0.484397,S2,Final
6798.092429,0.578151,S2,Final
6798.608078,0.515649,S2,Final
6799.108101,0.500023,S2,Final
6799.592498,0.484397,S2,Final
6800.092521,0.500023,S2,Final
6800.592544,0.500023,S2,Final
6801.076941,0.484397,S2,Final
6801.623841,0.5469,S2,Final
6802.13949,0.515649,S2,Final
6802.68639,0.5469,S2,Final
6803.264541,0.578151,S2,Final
6803.873944,0.609403,S2,Final
6810.655504,0.578151,S2,Final
6811.249282,0.593777,S2,Final
6811.843059,0.593777,S2,Final
6812.436836,0.593777,S2,Final
6818.171474,0.531274,S2,Final
6818.749625,0.578151,S2,Final
6819.343402,0.593777,S2,Final
6819.905928,0.562526,S2,Final
6820.484079,0.578151,S2,Final
6821.109108,0.625029,S2,Final
6821.687259,0.578151,S2,Final
6822.202908,0.515649,S2,Final
6822.812311,0.609403,S2,Final
6823.406088,0.593777,S2,Final
6823.999865,0.593777,S2,Final
6837.938003,0.562526,S2,Final
6838.500529,0.562526,S2,Final
6839.078681,0.578151,S2,Final
6839.625581,0.5469,S2,Final
6840.172481,0.5469,S2,Final
6840.750632,0.578151,S2,Final
6841.297532,0.5469,S2,Final
6841.875684,0.578151,S2,Final
6842.453835,0.578151,S2,Final
6842.922606,0.468771,S2,Final
6843.469507,0.5469,S2,Final
6844.032032,0.562526,S2,Final
6844.547681,0.515649,S2,Final
6845.063329,0.515649,S2,Final
6845.594604,0.531274,S2,Final
6846.125878,0.531274,S2,Final
6853.329333,0.5469,S2,Final
6853.81373,0.484397,S2,Final
6854.391881,0.578151,S2,Final
6854.860653,0.468771,S2,Final
6855.360676,0.500023,S2,Final
6855.907576,0.5469,S2,Final
6856.532604,0.625029,S2,Final
6857.142007,0.609403,S2,Final
6857.720159,0.578151,S2,Final
6858.29831,0.578151,S2,Final
6858.876462,0.578151,S2,Final
6859.470239,0.593777,S2,Final
6860.064016,0.593777,S2,Final
6860.657793,0.593777,S2,Final
6861.314073,0.65628,S2,Final
6861.923476,0.609403,S2,Final
6862.532879,0.609403,S2,Final
6863.157908,0.625029,S2,Final
6863.798562,0.640654,S2,Final
6864.407965,0.609403,S2,Final
6864.986116,0.578151,S2,Final
6865.548642,0.562526,S2,Final
6866.126794,0.578151,S2,Final
6866.720571,0.593777,S2,Final
6867.376851,0.65628,S2,Final
6867.986254,0.609403,S2,Final
6868.595657,0.609403,S2,Final
6869.158182,0.562526,S2,Final
6869.720708,0.562526,S2,Final
6870.283234,0.562526,S2,Final
6870.877011,0.593777,S2,Final
6871.470788,0.593777,S2,Final
6872.064565,0.593777,S2,Final
6872.658343,0.593777,S2,Final
6873.25212,0.593777,S2,Final
6873.861523,0.609403,S2,Final
6874.439674,0.578151,S2,Final
6874.986574,0.5469,S2,Final
6875.5491,0.562526,S2,Final
6876.111626,0.562526,S2,Final
6876.674151,0.562526,S2,Final
6877.267929,0.593777,S2,Final
6877.814829,0.5469,S2,Final
6878.439857,0.625029,S2,Final
6879.018009,0.578151,S2,Final
6879.533657,0.515649,S2,Final
6880.096183,0.562526,S2,Final
6880.611832,0.515649,S2,Final
6881.143106,0.531274,S2,Final
6895.20625,0.609403,S2,Final
6895.784401,0.578151,S2,Final
6896.378178,0.593777,S2,Final
6896.95633,0.578151,S2,Final
6897.565733,0.609403,S2,Final
6898.222013,0.65628,S2,Final
6898.862667,0.640654,S2,Final
6899.47207,0.609403,S2,Final
6900.065847,0.593777,S2,Final
6900.690876,0.625029,S2,Final
6901.347156,0.65628,S2,Final
6902.019062,0.671906,S2,Final
6902.597213,0.578151,S2,Final
6903.206616,0.609403,S2,Final
6903.84727,0.640654,S2,Final
6904.50355,0.65628,S2,Final
6905.128579,0.625029,S2,Final
6905.737982,0.609403,S2,Final
6906.331759,0.593777,S2,Final
6906.925536,0.593777,S2,Final
6907.534939,0.609403,S2,Final
6908.191219,0.65628,S2,Final
6908.847499,0.65628,S2,Final
6909.535031,0.687531,S2,Final
6910.191311,0.65628,S2,Final
6910.863216,0.671906,S2,Final
6911.503871,0.640654,S2,Final
6912.113274,0.609403,S2,Final
6912.722677,0.609403,S2,Final
6913.316454,0.593777,S2,Final
6918.566694,0.500023,S2,Final
6919.176097,0.609403,S2,Final
6919.707371,0.531274,S2,Final
6920.363651,0.65628,S2,Final
6920.941803,0.578151,S2,Final
6921.566831,0.625029,S2,Final
6922.144983,0.578151,S2,Final
6922.707509,0.562526,S2,Final
6923.316911,0.609403,S2,Final
6923.926314,0.609403,S2,Final
6924.566969,0.640654,S2,Final
6925.223249,0.65628,S2,Final
6925.879529,0.65628,S2,Final
6926.56706,0.687531,S2,Final
6927.22334,0.65628,S2,Final
6927.848369,0.625029,S2,Final
6928.457772,0.609403,S2,Final
6929.067175,0.609403,S2,Final
6929.676578,0.609403,S2,Final
6930.270355,0.593777,S2,Final
6930.83288,0.562526,S2,Final
6931.411032,0.578151,S2,Final
6938.161341,0.531274,S2,Final
6938.661364,0.500023,S2,Final
6939.145761,0.484397,S2,Final
6939.739538,0.593777,S2,Final
6940.239561,0.500023,S2,Final
6940.802087,0.562526,S2,Final
6941.30211,0.500023,S2,Final
6941.833384,0.531274,S2,Final
6942.442787,0.609403,S2,Final
6943.005313,0.562526,S2,Final
6943.614716,0.609403,S2,Final
6944.208493,0.593777,S2,Final
6944.80227,0.593777,S2,Final
6945.380421,0.578151,S2,Final
6945.974199,0.593777,S2,Final
6946.55235,0.578151,S2,Final
6947.083624,0.531274,S2,Final
6947.661776,0.578151,S2,Final
6948.208676,0.5469,S2,Final
6948.755576,0.5469,S2,Final
6949.255599,0.500023,S2,Final
6949.786873,0.531274,S2,Final
6950.349399,0.562526,S2,Final
6950.880673,0.531274,S2,Final
6951.458825,0.578151,S2,Final
6952.036976,0.578151,S2,Final
6952.599502,0.562526,S2,Final
6953.130776,0.531274,S2,Final
6953.677676,0.5469,S2,Final
6954.208951,0.531274,S2,Final
6954.833979,0.625029,S2,Final
6955.365253,0.531274,S2,Final
6955.990282,0.625029,S2,Final
6956.584059,0.593777,S2,Final
6957.177836,0.593777,S2,Final
6957.787239,0.609403,S2,Final
6958.412268,0.625029,S2,Final
6967.381428,0.578151,S2,Final
6967.990831,0.609403,S2,Final
6968.568983,0.578151,S2,Final
6969.100257,0.531274,S2,Final
6969.725286,0.625029,S2,Final
6970.350314,0.625029,S2,Final
6970.944092,0.593777,S2,Final
6971.537869,0.593777,S2,Final
6972.084769,0.5469,S2,Final
6972.678546,0.593777,S2,Final
6973.272323,0.593777,S2,Final
6973.8661,0.593777,S2,Final
6974.459877,0.593777,S2,Final
6975.053655,0.593777,S2,Final
6975.631806,0.578151,S2,Final
6976.225583,0.593777,S2,Final
6976.81936,0.593777,S2,Final
6977.397512,0.578151,S2,Final
6977.991289,0.593777,S2,Final
6983.929061,0.5469,S2,Final
6984.507212,0.578151,S2,Final
6985.069738,0.562526,S2,Final
6985.663515,0.593777,S2,Final
6986.241667,0.578151,S2,Final
6986.772941,0.531274,S2,Final
6987.28859,0.515649,S2,Final
6987.851115,0.562526,S2,Final
6988.38239,0.531274,S2,Final
6998.539105,0.515649,S2,Final
6999.117256,0.578151,S2,Final
6999.664156,0.5469,S2,Final
7000.273559,0.609403,S2,Final
7000.851711,0.578151,S2,Final
7001.398611,0.5469,S2,Final
7001.945511,0.5469,S2,Final
7002.508036,0.562526,S2,Final
7003.070562,0.562526,S2,Final
7003.664339,0.593777,S2,Final
7004.258116,0.593777,S2,Final
7004.867519,0.609403,S2,Final
7005.430045,0.562526,S2,Final
7006.055074,0.625029,S2,Final
7006.664477,0.609403,S2,Final
7007.289505,0.625029,S2,Final
7007.914534,0.625029,S2,Final
7008.492685,0.578151,S2,Final
7009.070837,0.578151,S2,Final
7009.664614,0.593777,S2,Final
7010.258391,0.593777,S2,Final
7010.867794,0.609403,S2,Final
7011.508448,0.640654,S2,Final
7012.133477,0.625029,S2,Final
7012.774131,0.640654,S2,Final
7013.39916,0.625029,S2,Final
7014.039814,0.640654,S2,Final
7014.649217,0.609403,S2,Final
7015.242994,0.593777,S2,Final
7015.789894,0.5469,S2,Final
7016.430549,0.640654,S2,Final
7016.961823,0.531274,S2,Final
7017.571226,0.609403,S2,Final
7018.180629,0.609403,S2,Final
7018.836909,0.65628,S2,Final
7019.461937,0.625029,S2,Final
7020.086966,0.625029,S2,Final
7020.743246,0.65628,S2,Final
7021.305772,0.562526,S2,Final
7021.915175,0.609403,S2,Final
7022.524578,0.609403,S2,Final
7023.165232,0.640654,S2,Final
7023.805886,0.640654,S2,Final
7024.430915,0.625029,S2,Final
7025.087195,0.65628,S2,Final
7025.680972,0.593777,S2,Final
7026.306001,0.625029,S2,Final
7026.915404,0.609403,S2,Final
7027.509181,0.593777,S2,Final
7028.118584,0.609403,S2,Final
7028.696735,0.578151,S2,Final
7029.306138,0.609403,S2,Final
7029.88429,0.578151,S2,Final
7030.493692,0.609403,S2,Final
7031.118721,0.625029,S2,Final
7031.712498,0.593777,S2,Final
7032.228147,0.515649,S2,Final
7032.853175,0.625029,S2,Final
7033.446953,0.593777,S2,Final
7034.056355,0.609403,S2,Final
7034.572004,0.515649,S2,Final
7035.181407,0.609403,S2,Final
7035.79081,0.609403,S2,Final
7036.384587,0.593777,S2,Final
7036.900236,0.515649,S2,Final
7037.478387,0.578151,S2,Final
7047.103828,0.593777,S2,Final
7047.666353,0.562526,S2,Final
7048.244505,0.578151,S2,Final
7048.838282,0.593777,S2,Final
7049.400808,0.562526,S2,Final
7050.010211,0.609403,S2,Final
7050.619614,0.609403,S2,Final
7051.244642,0.625029,S2,Final
7051.822794,0.578151,S2,Final
7052.432197,0.609403,S2,Final
7053.025974,0.593777,S2,Final
7053.619751,0.593777,S2,Final
7054.166651,0.5469,S2,Final
7058.29184,0.562526,S2,Final
7058.963746,0.671906,S2,Final
7061.698246,0.515649,S2,Final
7062.260772,0.562526,S2,Final
7062.854549,0.593777,S2,Final
7063.401449,0.5469,S2,Final
7063.995226,0.593777,S2,Final
7064.589003,0.593777,S2,Final
7065.167155,0.578151,S2,Final
7065.72968,0.562526,S2,Final
7066.292206,0.562526,S2,Final
7066.901609,0.609403,S2,Final
7067.47976,0.578151,S2,Final
7068.02666,0.5469,S2,Final
7072.948761,0.484397,S2,Final
7073.448784,0.500023,S2,Final
7073.995684,0.5469,S2,Final
7074.480081,0.484397,S2,Final
7082.261687,0.593777,S2,Final
7082.808587,0.5469,S2,Final
7083.402364,0.593777,S2,Final
7083.96489,0.562526,S2,Final
7084.464913,0.500023,S2,Final
7085.05869,0.593777,S2,Final
7085.621216,0.562526,S2,Final
7086.199367,0.578151,S2,Final
7086.761893,0.562526,S2,Final
7087.308793,0.5469,S2,Final
7087.871319,0.562526,S2,Final
7088.433845,0.562526,S2,Final
7089.058873,0.625029,S2,Final
7128.545055,0.640654,S2,Final
7129.263838,0.718783,S2,Final
7129.904493,0.640654,S2,Final
7130.513896,0.609403,S2,Final
7131.232678,0.718783,S2,Final
7131.779578,0.5469,S2,Final
7132.388981,0.609403,S2,Final
7151.514857,0.515649,S2,Final
7152.077383,0.562526,S2,Final
7152.67116,0.593777,S2,Final
7153.233685,0.562526,S2,Final
7153.843088,0.609403,S2,Final
7154.468117,0.625029,S2,Final
7155.108771,0.640654,S2,Final
7159.499597,0.609403,S2,Final
7160.140252,0.640654,S2,Final
7160.749655,0.609403,S2,Final
7161.374683,0.625029,S2,Final
7161.999712,0.625029,S2,Final
7162.609115,0.609403,S2,Final
7163.187266,0.578151,S2,Final
7163.734166,0.5469,S2,Final
7164.312318,0.578151,S2,Final
7164.890469,0.578151,S2,Final
7165.468621,0.578151,S2,Final
7166.062398,0.593777,S2,Final
7166.609298,0.5469,S2,Final
7167.187449,0.578151,S2,Final
7167.749975,0.562526,S2,Final
7168.343752,0.593777,S2,Final
7174.609664,0.562526,S2,Final
7175.17219,0.562526,S2,Final
7175.734715,0.562526,S2,Final
7176.297241,0.562526,S2,Final
7189.782233,0.531274,S2,Final
7190.376011,0.593777,S2,Final
7190.985414,0.609403,S2,Final
7191.610442,0.625029,S2,Final
7192.313599,0.703157,S2,Final
7204.626663,0.593777,S2,Final
7205.22044,0.593777,S2,Final
7205.798592,0.578151,S2,Final
7206.361117,0.562526,S2,Final
7206.939269,0.578151,S2,Final
7207.533046,0.593777,S2,Final
7208.079946,0.5469,S2,Final
7208.673723,0.593777,S2,Final
7216.392827,0.578151,S2,Final
7217.002229,0.609403,S2,Final
7217.580381,0.578151,S2,Final
7221.689944,0.578151,S2,Final
7222.299347,0.609403,S2,Final
7222.924376,0.625029,S2,Final
7223.533778,0.609403,S2,Final
7224.065053,0.531274,S2,Final
7224.627578,0.562526,S2,Final
7225.158853,0.531274,S2,Final
7225.737004,0.578151,S2,Final
7226.29953,0.562526,S2,Final
7226.84643,0.5469,S2,Final
7227.39333,0.5469,S2,Final
7227.94023,0.5469,S2,Final
7228.502756,0.562526,S2,Final
7229.190287,0.687531,S2,Final
7229.674685,0.484397,S2,Final
7230.268462,0.593777,S2,Final
7230.846613,0.578151,S2,Final
7231.362262,0.515649,S2,Final
7231.940413,0.578151,S2,Final
7232.471688,0.531274,S2,Final
7232.987336,0.515649,S2,Final
7233.502985,0.515649,S2,Final
7234.034259,0.531274,S2,Final
7234.549908,0.515649,S2,Final
7235.096808,0.5469,S2,Final
7235.674959,0.578151,S2,Final
7236.237485,0.562526,S2,Final
7236.800011,0.562526,S2,Final
7237.346911,0.5469,S2,Final
7237.940688,0.593777,S2,Final
7238.534465,0.593777,S2,Final
7239.112617,0.578151,S2,Final
7239.690768,0.578151,S2,Final
7240.237668,0.5469,S2,Final
7240.800194,0.562526,S2,Final
7241.347094,0.5469,S2,Final
7241.893994,0.5469,S2,Final
7242.425268,0.531274,S2,Final
7242.972168,0.5469,S2,Final
7248.956817,0.562526,S2,Final
7249.534969,0.578151,S2,Final
7250.081869,0.5469,S2,Final
7250.644394,0.562526,S2,Final
7251.20692,0.562526,S2,Final
7251.785072,0.578151,S2,Final
7252.378849,0.593777,S2,Final
7252.988252,0.609403,S2,Final
7253.566403,0.578151,S2,Final
7254.144555,0.578151,S2,Final
7254.738332,0.593777,S2,Final
7255.378986,0.640654,S2,Final
7255.925886,0.5469,S2,Final
7256.535289,0.609403,S2,Final
7257.144692,0.609403,S2,Final
7257.707218,0.562526,S2,Final
7258.300995,0.593777,S2,Final
7258.879146,0.578151,S2,Final
7259.457298,0.578151,S2,Final
7260.004198,0.5469,S2,Final
7260.582349,0.578151,S2,Final
7261.144875,0.562526,S2,Final
7261.738652,0.593777,S2,Final
7262.316804,0.578151,S2,Final
7262.910581,0.593777,S2,Final
7263.473107,0.562526,S2,Final
7264.020007,0.5469,S2,Final
7264.582532,0.562526,S2,Final
7265.113807,0.531274,S2,Final
7269.11399,0.593777,S2,Final
7269.676516,0.562526,S2,Final
7270.364047,0.687531,S2,Final
7270.879696,0.515649,S2,Final
7271.457847,0.578151,S2,Final
7272.06725,0.609403,S2,Final
7272.676653,0.609403,S2,Final
7273.27043,0.593777,S2,Final
7273.832956,0.562526,S2,Final
7274.426733,0.593777,S2,Final
7274.973633,0.5469,S2,Final
7275.551785,0.578151,S2,Final
7276.11431,0.562526,S2,Final
7276.676836,0.562526,S2,Final
7277.270613,0.593777,S2,Final
7277.97377,0.703157,S2,Final
7278.63005,0.65628,S2,Final
7279.411336,0.781286,S2,Final
7280.083242,0.671906,S2,Final
7280.770773,0.687531,S2,Final
7281.395802,0.625029,S2,Final
7282.036456,0.640654,S2,Final
7282.723988,0.687531,S2,Final
7283.380268,0.65628,S2,Final
7284.036548,0.65628,S2,Final
7284.692828,0.65628,S2,Final
7285.286605,0.593777,S2,Final
7285.896008,0.609403,S2,Final
7286.489785,0.593777,S2,Final
7287.067937,0.578151,S2,Final
7287.614837,0.5469,S2,Final
7288.161737,0.5469,S2,Final
7288.708637,0.5469,S2,Final
7289.271163,0.562526,S2,Final
7289.802437,0.531274,S2,Final
7290.380588,0.578151,S2,Final
7290.911863,0.531274,S2,Final
7295.177683,0.562526,S2,Final
7295.66208,0.484397,S2,Final
7296.193354,0.531274,S2,Final
7296.724629,0.531274,S2,Final
7297.255903,0.531274,S2,Final
7297.771552,0.515649,S2,Final
7298.2872,0.515649,S2,Final
7298.849726,0.562526,S2,Final
7299.396626,0.5469,S2,Final
7299.9279,0.531274,S2,Final
7300.459175,0.531274,S2,Final
7301.0217,0.562526,S2,Final
7301.584226,0.562526,S2,Final
7302.178003,0.593777,S2,Final
7302.756155,0.578151,S2,Final
7303.381183,0.625029,S2,Final
7303.974961,0.593777,S2,Final
7304.568738,0.593777,S2,Final
7305.146889,0.578151,S2,Final
7305.818795,0.671906,S2,Final
7306.350069,0.531274,S2,Final
7306.943846,0.593777,S2,Final
7307.506372,0.562526,S2,Final
7308.068898,0.562526,S2,Final
7311.428427,0.531274,S2,Final
7311.975327,0.5469,S2,Final
7312.600355,0.625029,S2,Final
7313.069127,0.468771,S2,Final
7313.616027,0.5469,S2,Final
7314.11605,0.500023,S2,Final
7314.647324,0.531274,S2,Final
7315.147347,0.500023,S2,Final
7315.631744,0.484397,S2,Final
7316.131767,0.500023,S2,Final
7316.663041,0.531274,S2,Final
7317.209941,0.5469,S2,Final
7317.741216,0.531274,S2,Final
7318.288116,0.5469,S2,Final
7318.835016,0.5469,S2,Final
7319.428793,0.593777,S2,Final
7320.006944,0.578151,S2,Final
7320.600722,0.593777,S2,Final
7321.178873,0.578151,S2,Final
7321.757025,0.578151,S2,Final
7322.350802,0.593777,S2,Final
7322.944579,0.593777,S2,Final
7323.538356,0.593777,S2,Final
7324.116508,0.578151,S2,Final
7324.757162,0.640654,S2,Final
7325.350939,0.593777,S2,Final
7325.960342,0.609403,S2,Final
7326.554119,0.593777,S2,Final
7327.132271,0.578151,S2,Final
7327.741673,0.609403,S2,Final
7328.288574,0.5469,S2,Final
7328.835474,0.5469,S2,Final
7336.413945,0.515649,S2,Final
7336.94522,0.531274,S2,Final
7337.460868,0.515649,S2,Final
7338.03902,0.578151,S2,Final
7338.617171,0.578151,S2,Final
7339.164071,0.5469,S2,Final
7339.710971,0.5469,S2,Final
7340.273497,0.562526,S2,Final
7340.867274,0.593777,S2,Final
7341.492303,0.625029,S2,Final
7342.070454,0.578151,S2,Final
7342.63298,0.562526,S2,Final
7343.195506,0.562526,S2,Final
7343.804909,0.609403,S2,Final
7344.38306,0.578151,S2,Final
7345.070592,0.687531,S2,Final
7345.679995,0.609403,S2,Final
7346.211269,0.531274,S2,Final
7346.773795,0.562526,S2,Final
7347.33632,0.562526,S2,Final
7347.961349,0.625029,S2,Final
7348.617629,0.65628,S2,Final
7349.227032,0.609403,S2,Final
7349.914563,0.687531,S2,Final
7350.461463,0.5469,S2,Final
7351.070866,0.609403,S2,Final
7351.649018,0.578151,S2,Final
7352.258421,0.609403,S2,Final
7352.836572,0.578151,S2,Final
7353.414724,0.578151,S2,Final
7353.961624,0.5469,S2,Final
7354.617904,0.65628,S2,Final
7355.117927,0.500023,S2,Final
7355.742955,0.625029,S2,Final
7356.321107,0.578151,S2,Final
7356.883632,0.562526,S2,Final
7357.446158,0.562526,S2,Final
7358.02431,0.578151,S2,Final
7369.790473,0.500023,S2,Final
7370.306122,0.515649,S2,Final
7370.853022,0.5469,S2,Final
7371.415548,0.562526,S2,Final
7371.946822,0.531274,S2,Final
7376.822045,0.5469,S2,Final
7377.353319,0.531274,S2,Final
7377.868968,0.515649,S2,Final
7378.384617,0.515649,S2,Final
7378.931517,0.5469,S2,Final
7379.462791,0.531274,S2,Final
7380.025317,0.562526,S2,Final
7380.603468,0.578151,S2,Final
7381.165994,0.562526,S2,Final
7381.72852,0.562526,S2,Final
7382.27542,0.5469,S2,Final
7382.82232,0.5469,S2,Final
7383.384845,0.562526,S2,Final
7383.947371,0.562526,S2,Final
7384.494271,0.5469,S2,Final
7431.715183,0.609403,S2,Final
7432.293334,0.578151,S2,Final
7432.871486,0.578151,S2,Final
7433.51214,0.640654,S2,Final
7434.105917,0.593777,S2,Final
7434.730946,0.625029,S2,Final
7435.309097,0.578151,S2,Final
7435.887249,0.578151,S2,Final
7436.418523,0.531274,S2,Final
7437.027926,0.609403,S2,Final
7437.66858,0.640654,S2,Final
7438.246732,0.578151,S2,Final
7438.824883,0.578151,S2,Final
7439.481163,0.65628,S2,Final
7444.200129,0.578151,S2,Final
7444.856409,0.65628,S2,Final
7445.450186,0.593777,S2,Final
7446.059589,0.609403,S2,Final
7446.668992,0.609403,S2,Final
7447.247144,0.578151,S2,Final
7447.825295,0.578151,S2,Final
7448.419072,0.593777,S2,Final
7449.028475,0.609403,S2,Final
7449.606627,0.578151,S2,Final
7450.247281,0.640654,S2,Final
7450.747304,0.500023,S2,Final
7451.294204,0.5469,S2,Final
7451.872355,0.578151,S2,Final
7452.466133,0.593777,S2,Final
7453.044284,0.578151,S2,Final
7453.60681,0.562526,S2,Final
7457.669496,0.578151,S2,Final
7463.45101,0.5469,S2,Final
7463.99791,0.5469,S2,Final
7464.576062,0.578151,S2,Final
7465.154213,0.578151,S2,Final
7465.794868,0.640654,S2,Final
7466.294891,0.500023,S2,Final
7466.841791,0.5469,S2,Final
7467.357439,0.515649,S2,Final
7467.873088,0.515649,S2,Final
